"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2014년 04월 17일","38,050","38,050","38,300","37,850","2.46M","1.06%"
"2014년 04월 16일","37,650","37,750","37,900","37,550","2.27M","0.67%"
"2014년 04월 15일","37,400","37,450","37,950","37,150","2.51M","1.36%"
"2014년 04월 14일","36,900","37,100","37,250","36,900","1.69M","-0.40%"
"2014년 04월 13일","37,050","37,050","37,050","37,050","-","0.00%"
"2014년 04월 11일","37,050","37,450","37,600","36,850","2.66M","-1.72%"
"2014년 04월 10일","37,700","37,600","37,850","37,400","1.94M","0.13%"
"2014년 04월 09일","37,650","36,900","37,700","36,850","2.75M","2.45%"
"2014년 04월 08일","36,750","36,650","37,200","36,650","2.17M","-0.68%"
"2014년 04월 07일","37,000","36,800","37,000","36,500","2.60M","-0.67%"
"2014년 04월 06일","37,250","37,250","37,250","37,250","-","0.00%"
"2014년 04월 04일","37,250","36,750","37,250","36,600","2.41M","1.92%"
"2014년 04월 03일","36,550","37,300","37,350","36,500","2.23M","-1.35%"
"2014년 04월 02일","37,050","37,450","37,700","36,800","3.12M","0.14%"
"2014년 04월 01일","37,000","36,650","37,100","36,600","4.84M","2.78%"
"2014년 03월 31일","36,000","37,000","37,100","35,550","8.08M","-2.83%"
"2014년 03월 30일","37,050","37,050","37,050","37,050","-","0.00%"
"2014년 03월 28일","37,050","37,850","37,900","37,000","3.48M","-1.72%"
"2014년 03월 27일","37,700","38,050","38,400","37,550","2.53M","-1.82%"
"2014년 03월 26일","38,400","38,100","38,400","37,650","2.50M","2.13%"
"2014년 03월 25일","37,600","38,250","38,300","37,500","2.47M","-1.44%"
"2014년 03월 24일","38,150","38,750","38,800","38,000","2.90M","-1.42%"
"2014년 03월 23일","38,700","38,700","38,700","38,700","-","0.00%"
"2014년 03월 21일","38,700","37,400","38,750","37,400","3.95M","4.74%"
"2014년 03월 20일","36,950","36,900","37,400","36,700","1.96M","-0.14%"
"2014년 03월 19일","37,000","36,850","37,150","36,550","3.15M","1.79%"
"2014년 03월 18일","36,350","37,200","37,400","36,350","3.99M","-0.95%"
"2014년 03월 17일","36,700","37,400","37,450","36,600","4.04M","-3.29%"
"2014년 03월 16일","37,950","37,950","37,950","37,950","-","0.00%"
"2014년 03월 14일","37,950","37,550","38,300","37,000","4.03M","-0.26%"
"2014년 03월 13일","38,050","37,800","38,600","37,700","2.74M","1.74%"
"2014년 03월 12일","37,400","37,550","38,050","37,350","2.73M","-0.93%"
"2014년 03월 11일","37,750","37,700","38,200","37,650","2.56M","0.13%"
"2014년 03월 10일","37,700","38,350","38,650","37,650","3.28M","-2.20%"
"2014년 03월 09일","38,550","38,550","38,550","38,550","-","0.00%"
"2014년 03월 07일","38,550","39,300","39,350","38,300","3.35M","-1.41%"
"2014년 03월 06일","39,100","39,450","39,450","38,900","1.89M","-0.89%"
"2014년 03월 05일","39,450","39,600","39,600","39,200","2.28M","1.28%"
"2014년 03월 04일","38,950","38,600","39,050","38,550","1.64M","0.00%"
"2014년 03월 03일","38,950","38,300","38,950","38,200","2.33M","0.52%"
"2014년 03월 02일","38,750","38,750","38,750","38,750","-","0.00%"
"2014년 02월 28일","38,750","39,700","39,700","38,550","3.57M","-1.90%"
"2014년 02월 27일","39,500","39,650","39,650","39,100","2.52M","0.64%"
"2014년 02월 26일","39,250","38,500","39,700","38,450","3.37M","1.55%"
"2014년 02월 25일","38,650","39,000","39,100","37,850","4.78M","-0.51%"
"2014년 02월 24일","38,850","39,100","39,350","38,700","1.85M","-1.15%"
"2014년 02월 23일","39,300","39,300","39,300","39,300","-","0.00%"
"2014년 02월 21일","39,300","39,250","39,700","39,050","3.22M","1.29%"
"2014년 02월 20일","38,800","39,400","39,650","38,700","2.63M","-0.89%"
"2014년 02월 19일","39,150","38,650","39,400","38,500","2.44M","0.90%"
"2014년 02월 18일","38,800","38,800","39,000","38,550","1.71M","0.26%"
"2014년 02월 17일","38,700","39,450","39,700","38,400","3.45M","-0.90%"
"2014년 02월 14일","39,050","39,950","40,100","39,000","3.09M","-2.13%"
"2014년 02월 13일","39,900","39,850","40,200","39,700","3.25M","0.13%"
"2014년 02월 12일","39,850","39,600","39,850","39,200","3.34M","2.18%"
"2014년 02월 11일","39,000","39,200","39,600","38,950","1.90M","0.00%"
"2014년 02월 10일","39,000","39,400","39,950","39,000","2.74M","-0.76%"
"2014년 02월 09일","39,300","39,300","39,300","39,300","-","0.00%"
"2014년 02월 07일","39,300","39,300","39,500","38,900","6.26M","1.81%"
"2014년 02월 06일","38,600","37,050","38,600","37,000","6.50M","5.32%"
"2014년 02월 05일","36,650","36,900","37,000","36,000","3.71M","0.41%"
"2014년 02월 04일","36,500","37,350","37,400","36,500","5.02M","-3.82%"
"2014년 02월 03일","37,950","37,500","38,200","37,450","3.26M","0.26%"
"2014년 02월 02일","37,850","37,850","37,850","37,850","-","0.00%"
"2014년 01월 29일","37,850","37,100","37,900","37,000","5.61M","2.85%"
"2014년 01월 28일","36,800","35,550","36,800","35,250","5.13M","4.40%"
"2014년 01월 27일","35,250","35,100","35,550","35,000","3.79M","-1.81%"
"2014년 01월 26일","35,900","35,900","35,900","35,900","-","0.00%"
"2014년 01월 24일","35,900","35,350","36,150","35,350","4.66M","1.41%"
"2014년 01월 23일","35,400","36,300","36,650","35,400","5.37M","-2.48%"
"2014년 01월 22일","36,300","36,100","36,350","35,000","8.86M","-0.27%"
"2014년 01월 21일","36,400","36,950","37,100","36,400","2.45M","-1.22%"
"2014년 01월 20일","36,850","36,050","36,850","36,050","3.03M","2.36%"
"2014년 01월 19일","36,000","36,000","36,000","36,000","-","0.00%"
"2014년 01월 17일","36,000","36,600","36,850","36,000","3.37M","-1.50%"
"2014년 01월 16일","36,550","36,900","37,000","36,050","5.04M","-0.27%"
"2014년 01월 15일","36,650","38,700","38,750","36,450","11.28M","-4.56%"
"2014년 01월 14일","38,400","37,750","38,400","37,350","2.37M","0.66%"
"2014년 01월 13일","38,150","38,350","39,000","38,150","2.16M","-0.91%"
"2014년 01월 12일","38,500","38,500","38,500","38,500","-","0.00%"
"2014년 01월 10일","38,500","38,450","38,700","37,700","4.65M","-0.90%"
"2014년 01월 09일","38,850","39,150","39,250","38,500","4.45M","-0.38%"
"2014년 01월 08일","39,000","38,550","39,100","38,150","6.53M","3.17%"
"2014년 01월 07일","37,800","37,350","37,950","37,200","3.25M","0.40%"
"2014년 01월 06일","37,650","36,400","37,700","36,350","5.40M","3.72%"
"2014년 01월 05일","36,300","36,300","36,300","36,300","-","0.00%"
"2014년 01월 03일","36,300","35,700","36,450","35,600","3.86M","2.11%"
"2014년 01월 02일","35,550","37,100","37,350","35,550","4.47M","-3.40%"
"2014년 01월 01일","36,800","36,800","36,800","36,800","-","0.00%"
"2013년 12월 31일","36,800","36,800","37,000","36,250","2.52M","0.00%"
"2013년 12월 30일","36,800","36,800","37,000","36,250","2.52M","0.41%"
"2013년 12월 29일","36,650","36,650","36,650","36,650","-","0.00%"
"2013년 12월 27일","36,650","36,450","36,950","36,350","2.08M","1.81%"
"2013년 12월 26일","36,000","36,900","37,000","35,900","3.71M","-2.04%"
"2013년 12월 25일","36,750","36,750","36,750","36,750","-","0.00%"
"2013년 12월 24일","36,750","37,000","37,100","36,550","2.76M","-0.68%"
"2013년 12월 23일","37,000","35,600","37,000","35,550","5.51M","4.82%"
"2013년 12월 22일","35,300","35,300","35,300","35,300","-","0.00%"
"2013년 12월 20일","35,300","35,200","35,750","34,900","3.88M","1.15%"
"2013년 12월 19일","34,900","35,950","36,150","34,800","6.71M","-1.83%"
"2013년 12월 18일","35,550","36,600","36,800","35,450","4.65M","-2.87%"
"2013년 12월 17일","36,600","37,500","37,550","36,550","3.24M","-1.48%"
"2013년 12월 16일","37,150","36,600","37,200","36,550","3.22M","1.78%"
"2013년 12월 15일","36,500","36,500","36,500","36,500","-","0.00%"
"2013년 12월 13일","36,500","36,300","36,600","35,850","2.47M","0.14%"
"2013년 12월 12일","36,450","36,300","36,500","35,850","5.00M","-0.95%"
"2013년 12월 11일","36,800","36,500","37,150","36,400","3.59M","0.82%"
"2013년 12월 10일","36,500","36,800","37,100","36,400","5.05M","0.41%"
"2013년 12월 09일","36,350","36,000","36,700","35,950","5.10M","2.39%"
"2013년 12월 08일","35,500","35,500","35,500","35,500","-","0.00%"
"2013년 12월 06일","35,500","34,400","35,650","34,400","4.14M","3.65%"
"2013년 12월 05일","34,250","34,550","34,900","34,200","4.19M","-1.58%"
"2013년 12월 04일","34,800","34,850","35,400","34,750","3.28M","0.29%"
"2013년 12월 03일","34,700","35,500","35,700","34,600","4.92M","-2.80%"
"2013년 12월 02일","35,700","35,650","35,900","35,250","3.26M","0.85%"
"2013년 12월 01일","35,400","35,400","35,400","35,400","-","0.00%"
"2013년 11월 29일","35,400","35,550","35,900","35,150","4.01M","-0.14%"
"2013년 11월 28일","35,450","35,100","35,450","34,850","6.45M","2.46%"
"2013년 11월 27일","34,600","33,750","34,700","33,500","6.93M","2.98%"
"2013년 11월 26일","33,600","33,300","33,600","32,750","3.28M","1.05%"
"2013년 11월 25일","33,250","32,800","33,400","32,750","2.87M","2.62%"
"2013년 11월 22일","32,400","32,800","32,900","32,250","3.46M","1.09%"
"2013년 11월 21일","32,050","32,400","32,450","31,750","3.31M","-1.38%"
"2013년 11월 20일","32,500","33,150","33,200","32,350","4.56M","-2.84%"
"2013년 11월 19일","33,450","33,700","33,850","33,300","2.78M","-0.89%"
"2013년 11월 18일","33,750","33,900","34,100","33,500","2.90M","0.15%"
"2013년 11월 15일","33,700","32,550","33,800","32,550","5.18M","4.33%"
"2013년 11월 14일","32,300","32,350","32,650","32,000","3.06M","2.38%"
"2013년 11월 13일","31,550","31,850","32,000","31,500","2.22M","-1.25%"
"2013년 11월 12일","31,950","31,900","32,400","31,700","3.02M","1.43%"
"2013년 11월 11일","31,500","32,400","32,700","31,350","3.50M","-2.33%"
"2013년 11월 08일","32,250","32,050","32,950","32,050","2.90M","-0.31%"
"2013년 11월 07일","32,350","32,600","32,750","32,350","1.82M","-0.46%"
"2013년 11월 06일","32,500","32,350","32,950","32,350","1.86M","-0.15%"
"2013년 11월 05일","32,550","33,000","33,050","32,250","1.85M","-1.51%"
"2013년 11월 04일","33,050","33,350","33,500","32,950","2.85M","-0.60%"
"2013년 11월 01일","33,250","32,150","33,300","32,100","4.74M","4.07%"
"2013년 10월 31일","31,950","32,800","32,800","31,950","4.01M","-2.74%"
"2013년 10월 30일","32,850","32,300","33,000","32,300","4.83M","2.82%"
"2013년 10월 29일","31,950","33,350","33,600","31,900","6.46M","-3.47%"
"2013년 10월 28일","33,100","32,650","33,250","32,600","3.09M","1.53%"
"2013년 10월 25일","32,600","32,950","33,000","32,500","3.36M","-1.51%"
"2013년 10월 24일","33,100","32,500","33,150","32,300","3.18M","1.85%"
"2013년 10월 23일","32,500","32,900","33,200","32,500","5.67M","-0.31%"
"2013년 10월 22일","32,600","34,000","34,000","32,600","9.07M","-4.40%"
"2013년 10월 21일","34,100","34,650","35,000","33,900","4.59M","-1.45%"
"2013년 10월 18일","34,600","34,000","34,650","33,950","4.88M","2.37%"
"2013년 10월 17일","33,800","33,800","33,900","33,400","3.43M","1.20%"
"2013년 10월 16일","33,400","33,800","34,300","33,250","3.94M","-0.15%"
"2013년 10월 15일","33,450","33,450","33,600","33,250","2.78M","1.06%"
"2013년 10월 14일","33,100","33,100","33,400","32,550","4.43M","-0.75%"
"2013년 10월 11일","33,350","33,900","34,000","33,100","6.80M","-0.74%"
"2013년 10월 10일","33,600","32,750","33,900","32,700","6.25M","2.60%"
"2013년 10월 08일","32,750","32,800","32,900","32,450","5.57M","-0.46%"
"2013년 10월 07일","32,900","32,750","33,100","32,600","10.17M","1.39%"
"2013년 10월 04일","32,450","31,700","32,450","31,550","10.76M","4.17%"
"2013년 10월 02일","31,150","30,650","31,250","30,600","7.05M","4.01%"
"2013년 10월 01일","29,950","30,200","30,500","29,800","3.08M","-0.99%"
"2013년 09월 30일","30,250","30,300","30,750","30,000","3.87M","-0.33%"
"2013년 09월 27일","30,350","30,550","30,600","29,850","3.59M","0.00%"
"2013년 09월 26일","30,350","29,750","30,600","29,700","4.28M","2.02%"
"2013년 09월 25일","29,750","30,300","30,400","29,600","4.75M","-2.46%"
"2013년 09월 24일","30,500","30,400","30,850","30,250","3.77M","-0.16%"
"2013년 09월 23일","30,550","30,650","30,700","30,200","4.79M","0.83%"
"2013년 09월 17일","30,300","30,000","30,450","29,650","6.77M","1.68%"
"2013년 09월 16일","29,800","29,300","29,850","29,300","5.20M","2.76%"
"2013년 09월 13일","29,000","28,900","29,250","28,800","4.60M","0.35%"
"2013년 09월 12일","28,900","29,000","29,300","28,750","6.01M","0.00%"
"2013년 09월 11일","28,900","29,100","29,300","28,700","4.88M","-0.17%"
"2013년 09월 10일","28,950","28,550","28,950","28,400","6.65M","1.76%"
"2013년 09월 09일","28,450","27,600","28,450","27,550","9.33M","4.98%"
"2013년 09월 06일","27,100","28,100","28,250","26,850","12.03M","-3.73%"
"2013년 09월 05일","28,150","27,400","28,150","27,300","20.53M","-1.75%"
"2013년 09월 04일","28,650","28,400","28,700","28,200","2.98M","0.70%"
"2013년 09월 03일","28,450","28,550","28,650","28,300","2.91M","0.53%"
"2013년 09월 02일","28,300","28,500","28,650","28,200","3.00M","0.18%"
"2013년 08월 30일","28,250","27,600","28,250","27,550","5.64M","2.91%"
"2013년 08월 29일","27,450","27,700","28,000","27,400","5.03M","-0.90%"
"2013년 08월 28일","27,700","27,350","27,850","27,350","3.54M","-0.89%"
"2013년 08월 27일","27,950","28,100","28,350","27,800","3.53M","-1.41%"
"2013년 08월 26일","28,350","28,500","28,700","28,150","2.92M","-0.53%"
"2013년 08월 23일","28,500","28,400","28,850","28,300","4.11M","1.60%"
"2013년 08월 22일","28,050","27,800","28,350","27,700","3.61M","-0.53%"
"2013년 08월 21일","28,200","28,700","28,850","28,050","3.06M","-1.05%"
"2013년 08월 20일","28,500","28,500","29,150","28,400","5.45M","-0.18%"
"2013년 08월 19일","28,550","28,550","28,650","28,300","2.22M","-0.52%"
"2013년 08월 16일","28,700","28,700","29,000","28,500","5.10M","-1.54%"
"2013년 08월 14일","29,150","28,750","29,200","28,600","10.25M","3.00%"
"2013년 08월 13일","28,300","27,050","28,300","27,050","8.70M","4.81%"
"2013년 08월 12일","27,000","26,650","27,300","26,600","3.84M","1.31%"
"2013년 08월 09일","26,650","26,200","27,100","26,200","4.64M","1.72%"
"2013년 08월 08일","26,200","26,350","26,600","26,000","5.33M","-1.32%"
"2013년 08월 07일","26,550","27,350","27,400","26,550","7.74M","-3.63%"
"2013년 08월 06일","27,550","27,600","27,750","27,350","4.01M","0.55%"
"2013년 08월 05일","27,400","27,300","27,400","27,150","4.15M","-0.18%"
"2013년 08월 02일","27,450","27,500","27,700","27,250","6.85M","0.18%"
"2013년 08월 01일","27,400","27,250","27,450","27,100","5.79M","0.74%"
"2013년 07월 31일","27,200","27,200","27,350","27,150","4.36M","0.37%"
"2013년 07월 30일","27,100","27,050","27,300","26,600","6.84M","0.37%"
"2013년 07월 29일","27,000","27,950","27,950","26,900","15.16M","-4.09%"
"2013년 07월 26일","28,150","28,850","28,850","27,900","7.73M","-1.57%"
"2013년 07월 25일","28,600","29,150","29,250","28,400","6.73M","0.18%"
"2013년 07월 24일","28,550","28,300","28,750","28,300","3.76M","1.24%"
"2013년 07월 23일","28,200","27,900","28,400","27,750","4.92M","0.71%"
"2013년 07월 22일","28,000","28,400","28,500","27,850","5.01M","-1.41%"
"2013년 07월 19일","28,400","29,300","29,350","28,400","5.28M","-2.74%"
"2013년 07월 18일","29,200","28,950","29,450","28,750","6.32M","2.10%"
"2013년 07월 17일","28,600","28,750","28,850","28,200","4.37M","0.53%"
"2013년 07월 16일","28,450","28,650","28,700","28,300","2.87M","0.00%"
"2013년 07월 15일","28,450","28,500","28,750","28,050","2.60M","-0.18%"
"2013년 07월 12일","28,500","28,450","28,650","28,100","4.49M","0.35%"
"2013년 07월 11일","28,400","27,900","28,400","27,650","6.31M","3.27%"
"2013년 07월 10일","27,500","28,150","28,300","27,400","6.29M","-3.00%"
"2013년 07월 09일","28,350","28,050","28,450","27,750","5.26M","1.98%"
"2013년 07월 08일","27,800","28,100","28,600","27,400","7.17M","-2.11%"
"2013년 07월 05일","28,400","28,950","29,300","27,950","7.95M","-1.22%"
"2013년 07월 04일","28,750","28,950","29,050","28,000","9.07M","0.00%"
"2013년 07월 03일","28,750","29,350","29,800","28,550","10.75M","-0.17%"
"2013년 07월 02일","28,800","31,500","31,550","28,750","20.82M","-8.72%"
"2013년 07월 01일","31,550","30,950","31,850","30,850","3.89M","1.12%"
"2013년 06월 28일","31,200","30,900","31,200","30,450","4.30M","1.79%"
"2013년 06월 27일","30,650","30,900","31,000","30,600","4.39M","1.32%"
"2013년 06월 26일","30,250","30,150","30,400","29,700","5.03M","2.54%"
"2013년 06월 25일","29,500","29,500","30,300","28,900","6.58M","-0.84%"
"2013년 06월 24일","29,750","30,900","30,950","29,750","4.87M","-3.41%"
"2013년 06월 21일","30,800","30,200","31,000","30,000","5.15M","-0.81%"
"2013년 06월 20일","31,050","31,400","31,700","30,850","4.36M","-2.66%"
"2013년 06월 19일","31,900","32,000","32,400","31,550","4.43M","0.47%"
"2013년 06월 18일","31,750","30,900","31,750","30,900","5.06M","4.27%"
"2013년 06월 17일","30,450","31,400","31,600","30,100","6.54M","-3.33%"
"2013년 06월 14일","31,500","32,150","32,250","31,200","3.95M","-1.72%"
"2013년 06월 13일","32,050","32,250","32,450","31,600","5.66M","-0.93%"
"2013년 06월 12일","32,350","32,300","32,700","32,250","2.58M","-0.46%"
"2013년 06월 11일","32,500","32,900","32,950","32,300","3.82M","-0.46%"
"2013년 06월 10일","32,650","31,700","32,900","31,600","6.70M","4.98%"
"2013년 06월 07일","31,100","31,650","31,900","30,900","5.74M","-0.16%"
"2013년 06월 05일","31,150","32,350","32,400","31,150","4.55M","-3.41%"
"2013년 06월 04일","32,250","32,150","32,450","32,000","3.14M","1.10%"
"2013년 06월 03일","31,900","31,950","32,150","31,750","3.44M","-0.93%"
"2013년 05월 31일","32,200","32,200","32,200","31,750","3.86M","1.10%"
"2013년 05월 30일","31,850","31,850","32,200","31,700","3.77M","-0.47%"
"2013년 05월 29일","32,000","31,700","32,150","31,550","4.27M","1.91%"
"2013년 05월 28일","31,400","31,400","31,650","30,850","3.78M","0.00%"
"2013년 05월 27일","31,400","31,550","31,900","31,400","2.64M","0.00%"
"2013년 05월 24일","31,400","31,800","31,850","31,050","3.86M","0.00%"
"2013년 05월 23일","31,400","31,400","32,000","31,250","7.24M","0.32%"
"2013년 05월 22일","31,300","30,900","31,600","30,850","7.59M","2.29%"
"2013년 05월 21일","30,600","30,800","31,000","30,600","4.85M","-0.33%"
"2013년 05월 20일","30,700","30,500","30,850","30,300","6.95M","2.16%"
"2013년 05월 16일","30,050","29,900","30,200","29,850","6.10M","1.01%"
"2013년 05월 15일","29,750","29,550","29,850","29,500","3.84M","0.85%"
"2013년 05월 14일","29,500","29,150","29,600","29,150","2.70M","1.37%"
"2013년 05월 13일","29,100","29,000","29,200","28,900","2.27M","0.00%"
"2013년 05월 10일","29,100","29,200","29,550","29,050","4.23M","0.17%"
"2013년 05월 09일","29,050","28,500","29,250","28,500","4.36M","1.75%"
"2013년 05월 08일","28,550","28,900","28,900","28,400","3.03M","-0.17%"
"2013년 05월 07일","28,600","28,900","28,950","28,400","3.14M","-1.04%"
"2013년 05월 06일","28,900","29,700","29,850","28,850","4.22M","-2.20%"
"2013년 05월 03일","29,550","29,650","29,700","29,000","3.76M","0.34%"
"2013년 05월 02일","29,450","29,750","29,850","29,300","2.77M","-1.51%"
"2013년 04월 30일","29,900","29,850","30,000","29,550","4.96M","1.18%"
"2013년 04월 29일","29,550","29,550","29,850","29,500","2.31M","0.34%"
"2013년 04월 26일","29,450","29,400","29,750","29,250","2.66M","-0.17%"
"2013년 04월 25일","29,500","29,650","29,950","29,450","6.96M","1.37%"
"2013년 04월 24일","29,100","29,400","29,600","29,000","4.66M","0.87%"
"2013년 04월 23일","28,850","29,050","29,050","28,450","1.97M","-0.52%"
"2013년 04월 22일","29,000","28,800","29,100","28,600","2.01M","0.69%"
"2013년 04월 19일","28,800","27,900","28,850","27,850","3.89M","3.23%"
"2013년 04월 18일","27,900","28,400","28,500","27,850","5.20M","-2.96%"
"2013년 04월 17일","28,750","29,350","29,400","28,650","3.04M","-1.20%"
"2013년 04월 16일","29,100","28,850","29,250","28,750","2.69M","-0.17%"
"2013년 04월 15일","29,150","28,950","29,350","28,700","2.70M","1.22%"
"2013년 04월 12일","28,800","29,050","29,350","28,650","3.40M","-0.69%"
"2013년 04월 11일","29,000","28,450","29,100","28,300","5.23M","3.76%"
"2013년 04월 10일","27,950","28,150","28,200","27,800","2.79M","0.54%"
"2013년 04월 09일","27,800","27,900","28,200","27,300","4.08M","-0.36%"
"2013년 04월 08일","27,900","28,600","28,700","27,800","4.13M","-2.28%"
"2013년 04월 05일","28,550","29,300","29,300","28,350","3.67M","-2.23%"
"2013년 04월 04일","29,200","28,550","29,200","28,400","4.86M","1.04%"
"2013년 04월 03일","28,900","28,600","29,150","28,550","3.46M","1.76%"
"2013년 04월 02일","28,400","28,750","28,900","28,350","3.56M","-0.87%"
"2013년 04월 01일","28,650","28,900","29,050","28,600","1.96M","-0.35%"
"2013년 03월 29일","28,750","29,500","29,650","28,750","3.04M","-1.71%"
"2013년 03월 28일","29,250","29,450","29,450","28,950","3.22M","-0.68%"
"2013년 03월 27일","29,450","29,600","29,700","29,200","3.17M","-0.17%"
"2013년 03월 26일","29,500","29,050","29,500","29,000","4.98M","1.55%"
"2013년 03월 25일","29,050","29,050","29,200","28,850","3.95M","2.65%"
"2013년 03월 22일","28,300","27,900","28,450","27,650","3.53M","0.89%"
"2013년 03월 21일","28,050","28,850","28,900","28,050","3.36M","-1.92%"
"2013년 03월 20일","28,600","28,500","28,850","28,350","2.57M","-0.17%"
"2013년 03월 19일","28,650","28,800","28,900","28,350","3.23M","0.88%"
"2013년 03월 18일","28,400","28,550","28,900","28,400","2.89M","-1.39%"
"2013년 03월 15일","28,800","29,000","29,200","28,400","4.36M","-0.35%"
"2013년 03월 14일","28,900","28,450","29,000","28,400","5.06M","2.12%"
"2013년 03월 13일","28,300","28,300","28,550","28,100","2.69M","0.71%"
"2013년 03월 12일","28,100","28,850","28,900","28,050","3.93M","-1.75%"
"2013년 03월 11일","28,600","28,250","28,800","28,200","6.59M","1.24%"
"2013년 03월 08일","28,250","28,350","28,400","27,800","3.59M","0.36%"
"2013년 03월 07일","28,150","28,100","28,450","27,850","6.57M","0.54%"
"2013년 03월 06일","28,000","27,650","28,200","27,600","11.06M","3.70%"
"2013년 03월 05일","27,000","26,400","27,200","26,400","8.12M","3.85%"
"2013년 03월 04일","26,000","26,600","26,700","25,900","3.74M","-1.89%"
"2013년 02월 28일","26,500","26,700","26,750","26,500","3.92M","0.95%"
"2013년 02월 27일","26,250","26,850","26,950","26,250","3.09M","-1.13%"
"2013년 02월 26일","26,550","26,100","26,650","25,850","3.75M","0.95%"
"2013년 02월 25일","26,300","26,500","26,550","26,050","2.59M","-0.38%"
"2013년 02월 22일","26,400","26,400","26,600","26,300","2.68M","-0.75%"
"2013년 02월 21일","26,600","26,350","26,650","26,300","2.61M","0.38%"
"2013년 02월 20일","26,500","26,250","26,700","26,200","6.64M","2.51%"
"2013년 02월 19일","25,850","25,800","26,100","25,750","1.77M","-0.19%"
"2013년 02월 18일","25,900","25,600","26,000","25,550","2.45M","0.97%"
"2013년 02월 15일","25,650","25,700","25,750","25,550","2.20M","-0.19%"
"2013년 02월 14일","25,700","25,550","25,750","25,350","2.85M","0.78%"
"2013년 02월 13일","25,500","25,250","25,600","25,200","4.48M","2.00%"
"2013년 02월 12일","25,000","24,950","25,300","24,800","3.42M","1.01%"
"2013년 02월 08일","24,750","24,850","25,000","24,550","3.24M","-0.40%"
"2013년 02월 07일","24,850","24,650","25,000","24,550","4.66M","1.43%"
"2013년 02월 06일","24,500","23,850","24,650","23,800","5.74M","3.38%"
"2013년 02월 05일","23,700","24,050","24,200","23,600","4.53M","-2.47%"
"2013년 02월 04일","24,300","24,500","24,600","24,300","2.60M","0.41%"
"2013년 02월 01일","24,200","24,250","24,450","24,050","4.02M","-0.82%"
"2013년 01월 31일","24,400","24,400","24,600","24,200","4.27M","0.21%"
"2013년 01월 30일","24,350","24,650","24,950","24,300","5.60M","0.62%"
"2013년 01월 29일","24,200","24,500","24,550","24,100","4.00M","-0.82%"
"2013년 01월 28일","24,400","24,150","24,500","24,000","2.56M","0.83%"
"2013년 01월 25일","24,200","24,300","24,700","23,800","4.91M","-0.21%"
"2013년 01월 24일","24,250","24,600","24,650","24,050","5.98M","-1.62%"
"2013년 01월 23일","24,650","25,050","25,100","24,600","6.57M","-1.60%"
"2013년 01월 22일","25,050","25,500","25,700","24,850","7.13M","-2.72%"
"2013년 01월 21일","25,750","25,750","25,850","25,300","3.29M","0.59%"
"2013년 01월 18일","25,600","26,050","26,150","25,500","5.54M","-1.16%"
"2013년 01월 17일","25,900","26,350","26,350","25,450","4.74M","-1.15%"
"2013년 01월 16일","26,200","26,200","26,700","26,050","5.71M","0.96%"
"2013년 01월 15일","25,950","26,800","27,000","25,800","6.72M","-3.71%"
"2013년 01월 14일","26,950","27,250","27,300","26,850","3.11M","-0.55%"
"2013년 01월 11일","27,100","27,100","27,250","26,500","6.25M","1.12%"
"2013년 01월 10일","26,800","26,150","26,800","25,850","4.73M","2.88%"
"2013년 01월 09일","26,050","26,500","26,600","25,950","2.51M","-0.76%"
"2013년 01월 08일","26,250","26,050","26,550","25,950","3.46M","1.35%"
"2013년 01월 07일","25,900","26,400","26,450","25,650","4.27M","-1.71%"
"2013년 01월 04일","26,350","26,800","26,900","26,200","4.85M","-1.13%"
"2013년 01월 03일","26,650","26,900","27,100","26,400","4.58M","0.19%"
"2013년 01월 02일","26,600","26,150","26,650","26,100","5.14M","3.30%"
"2012년 12월 28일","25,750","25,750","25,950","25,500","2.62M","0.00%"
"2012년 12월 27일","25,750","25,450","25,800","25,400","1.88M","1.18%"
"2012년 12월 26일","25,450","25,300","25,700","25,300","3.15M","1.19%"
"2012년 12월 24일","25,150","25,400","25,700","25,050","3.87M","-0.98%"
"2012년 12월 21일","25,400","26,300","26,450","25,250","7.07M","-3.42%"
"2012년 12월 20일","26,300","26,850","26,950","26,150","4.72M","-0.75%"
"2012년 12월 18일","26,500","26,900","27,100","26,400","5.72M","-0.56%"
"2012년 12월 17일","26,650","26,400","26,800","26,250","5.18M","1.72%"
"2012년 12월 14일","26,200","26,000","26,350","25,850","3.66M","-0.19%"
"2012년 12월 13일","26,250","26,200","26,500","25,650","7.57M","0.77%"
"2012년 12월 12일","26,050","26,350","26,500","26,050","4.89M","0.39%"
"2012년 12월 11일","25,950","26,250","26,500","25,900","4.17M","-0.19%"
"2012년 12월 10일","26,000","25,850","26,150","25,800","3.27M","0.39%"
"2012년 12월 07일","25,900","25,450","25,950","25,400","7.09M","4.23%"
"2012년 12월 06일","24,850","24,850","25,100","24,700","3.75M","0.00%"
"2012년 12월 05일","24,850","24,450","24,900","24,250","3.48M","1.64%"
"2012년 12월 04일","24,450","24,300","24,700","24,200","3.53M","0.20%"
"2012년 12월 03일","24,400","24,300","24,650","24,200","4.14M","0.00%"
"2012년 11월 30일","24,400","25,250","25,350","24,400","8.39M","-3.94%"
"2012년 11월 29일","25,400","25,700","25,800","25,100","4.00M","0.20%"
"2012년 11월 28일","25,350","25,400","25,550","25,000","3.08M","-0.78%"
"2012년 11월 27일","25,550","25,750","26,000","25,350","4.33M","-0.97%"
